Address,First_Activity,Last_Activity,All_Addresses,Ward,Description,Proposed_Use,Storeys,Units,Planner,Num_apps,Apps,Supporting_Docs,Link
4 GRAYDON HALL DR (Property not Mapped),"Oct 05, 2006","Feb 14, 2018","['18 GRAYDON HALL DR ,20 GRAYDON HALL DR ,20 GRAYDON HALL DR']",34,This is an application to amend the registered Site Plan Control agreement (File No. 07 161885 NNY 34 SA) in connection with a residential development currently under construction at 18 Graydon Hall Drive. The application seeks approval on a permanant dewatering solution for the site.,---,,,"Sarah Ovens, Assistant Planner, 416-395-7129, Sarah.Ovens@toronto.ca ",5.0,"[['Site Plan Approval', '15 113120 NNY 34 SA', 'Feb 6, 2015', 'NOAC Issued\xa0\xa0 Jan 22, 2018'], ['Condominium Approval', '14 212731 NNY 34 CD', 'Aug 27, 2014', 'Draft Plan Approved\xa0\xa0 Feb 14, 2018'], ['Site Plan Approval', '12 211974 NNY 34 SA', 'Jul 16, 2012', 'Closed'], ['Site Plan Approval', '07 161885 NNY 34 SA', 'Apr 19, 2007', 'Closed'], ['Rezoning', '06 181792 NNY 34 OZ', 'Oct 5, 2006', 'Closed']]","['Stormwater Management Report: Feb 22, 2017: Download : : Stormwater Management Report: Feb 22, 2017: Download : : Servicing Report: Jan 17, 2017: Download : : Application Form: Feb 9, 2015: Download : : Resubmission Form: Sep 22, 2017: Download : : Linked Document: Aug 25, 2017: Download : : Linked Document: Aug 25, 2017: Download : : Detailed Revision List: Jul 7, 2017: Download : : Survey Plans: May 15, 2017: Download : : Architectural Plans: Sep 22, 2017: Download : : Civil and Utilities Plans: Sep 22, 2017: Download : : Landscape and Lighting Plans: Aug 25, 2017: Download : : Cover Letter: Sep 22, 2017: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=1761884&isCofASearch=false&isTlabSearch=false
7 GRETNA AVE,"Feb 14, 2018","Mar 13, 2018",['7 GRETNA AVE'],34,"The site plan control application is to permit additions to the existing church to provide a new entrance, office and meeting rooms, and a new multi-purpose gym room.",Non-Residential,1,0,"Simona Rasanu, Assistant Planner, (416) 395-7687, Simona.Rasanu@toronto.ca ",1.0,"[['Site Plan Approval', '18 117180 NNY 34 SA', 'Feb 14, 2018', 'Under Review']]","['Toronto Green Standards Checklist: Feb 14, 2018: Download : : Stormwater Management Report: Feb 14, 2018: Download : : Transportation Impact Study: Feb 14, 2018: Download : : Geotechnical Study: Feb 14, 2018: Download : : Arborist/Tree Preservation Report and/or Declaration: Feb 14, 2018: Download : : Application Form: Feb 14, 2018: Download : : Survey Plans: Feb 14, 2018: Download : : Architectural Plans: Feb 26, 2018: Download : : Architectural Plans: Mar 13, 2018: Download : : Civil and Utilities Plans: Feb 14, 2018: Download : : Landscape and Lighting Plans: Feb 14, 2018: Download : : Project Data Sheet: Feb 14, 2018: Download : : Project Data Sheet: Mar 13, 2018: Download : : Fee Schedules: Feb 14, 2018: Download : : Application Checklist: Feb 14, 2018: Download : : Application Checklist: Feb 14, 2018: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=4322914&isCofASearch=false&isTlabSearch=false
1325 LAWRENCE AVE E,"Jan 29, 2007","Apr 22, 2008",['1325 LAWRENCE AVE E'],34,Conversion of an existing warehouse to an auto dealership,---,2,0,"Derrick Wong, Planner, (416) 392-0776, Derrick.Wong@toronto.ca ",1.0,"[['Site Plan Approval', '07 105354 NNY 34 SA', 'Jan 29, 2007', 'Final Approval Completed\xa0\xa0 Apr 22, 2008']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=1820784&isCofASearch=false&isTlabSearch=false
1325 LAWRENCE AVE E,"Jan 29, 2007","Apr 22, 2008",['1325 LAWRENCE AVE E'],34,Conversion of an existing warehouse to an auto dealership,---,2,0,"Derrick Wong, Planner, (416) 392-0776, Derrick.Wong@toronto.ca ",1.0,"[['Site Plan Approval', '07 105354 NNY 34 SA', 'Jan 29, 2007', 'Final Approval Completed\xa0\xa0 Apr 22, 2008']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=1820784&isCofASearch=false&isTlabSearch=false
1448 LAWRENCE AVE E,"Apr 18, 2018","Apr 19, 2018","['1448 LAWRENCE AVE E ,1448-1450 LAWRENCE AVE E']",34,"The applicant proposes to construct a new one-storey commercial building with a drive through facility and outdoor patio, having a gross floor area of 354.13 square metres. The building is proposed to front onto Lawrence Avenue East and the existing commercial buildings on site will remain.",Non-Residential,7,,"Sarah Ovens, Assistant Planner, 416-395-7129, Sarah.Ovens@toronto.ca ",1.0,"[['Site Plan Approval', '18 145643 NNY 34 SA', 'Apr 18, 2018', 'Under Review']]","['Toronto Green Standards Checklist: Apr 18, 2018: Download : : Stormwater Management Report: Apr 18, 2018: Download : : Parking Study: Apr 18, 2018: Download : : Traffic Operations Assessment: Apr 18, 2018: Download : : Geotechnical Study: Apr 18, 2018: Download : : Cover Letter: Apr 19, 2018: Download : : Application Form: Apr 18, 2018: Download : : Legal_Description: Apr 18, 2018: Download : : Survey Plans: Apr 18, 2018: Download : : Survey Plans: Apr 18, 2018: Download : : Architectural Plans: Apr 18, 2018: Download : : Civil and Utilities Plans: Apr 18, 2018: Download : : Landscape and Lighting Plans: Apr 18, 2018: Download : : Project Data Sheet: Apr 18, 2018: Download : : Cover Letter: Apr 18, 2018: Download : : Fee Schedules: Apr 18, 2018: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=4356328&isCofASearch=false&isTlabSearch=false
16 LESMILL RD,"Dec 21, 2006","Jan 16, 2017","['16 LESMILL RD ,842 YORK MILLS RD']",34,"A commercial 2-storey shopping centre of 29,212 sqm is proposed with 1,061 parking spaces at grade and on a second level parking deck. Proposed are a large 2-storey building facing east towards Lesmill Rd on the 840-842 York Mills property and two 1-storey buildings on the 16 Lesmill Rd property.",---,,,"Sarah Ovens, Assistant Planner, 416-395-7129, Sarah.Ovens@toronto.ca ",2.0,"[['Site Plan Approval', '15 196644 NNY 34 SA', 'Jul 24, 2015', 'Under Review'], ['OPA & Rezoning', '06 199374 NNY 34 OZ', 'Dec 21, 2006', 'Closed']]","['Urban Design Guidelines: Jan 16, 2017: Download : : Toronto Green Standards Checklist: Jan 16, 2017: Download : : Toronto Green Standards Checklist: Jan 16, 2017: Download : : Stormwater Management Report: Jan 16, 2017: Download : : Traffic Operations Assessment: Jan 16, 2017: Download : : Transportation Impact Study: Jul 24, 2015: Download : : Servicing Report: Feb 23, 2016: Download : : Arborist/Tree Preservation Report and/or Declaration: Jul 24, 2015: Download : : Arborist/Tree Preservation Report and/or Declaration: Jul 24, 2015: Download : : Application Form: Jul 24, 2015: Download : : Resubmission Form: Jan 16, 2017: Download : : City Comment Consolidated Response Table: Feb 23, 2016: Download : : Engineering Response Memo: Feb 23, 2016: Download : : Mechanical Engineer Response Memo: Feb 23, 2016: Download : : Traffic Comment Response Memo: Feb 23, 2016: Download : : Water Servicing Analysis: Feb 23, 2016: Download : : Cover Letter: Feb 23, 2016: Download : : Detailed Revision List: Jan 16, 2017: Download : : Detailed Revision List: Jan 16, 2017: Download : : Survey Plans: Jan 16, 2017: Download : : Architectural Plans: Jan 16, 2017: Download : : Architectural Plans: Jan 16, 2017: Download : : Civil and Utilities Plans: Jan 16, 2017: Download : : Civil and Utilities Plans: Jan 16, 2017: Download : : Civil and Utilities Plans: Jan 16, 2017: Download : : Landscape and Lighting Plans: Jan 16, 2017: Download : : Correspondence: Jul 24, 2015: Download : : Correspondence: Jul 24, 2015: Download : : Project Data Sheet: Jan 16, 2017: Download : : Cover Letter: Jan 16, 2017: Download : : Fee Schedules: Jul 24, 2015: Download : : Application Checklist: Jul 24, 2015: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=1783168&isCofASearch=false&isTlabSearch=false
15 MALLOW RD,"Dec 16, 2014","Dec 22, 2017",['15 MALLOW RD'],34,"Draft Plan of Subdivision to create 47 residential lots, a public park, a public street and public lanes.",---,,,"Guy Matthew, Senior Planner, (416) 395-7102, Guy.Matthew@toronto.ca ",2.0,"[['Subdivision Approval', '17 169632 NNY 34 SB', 'May 30, 2017', 'Appeal Received'], ['Rezoning', '14 264875 NNY 34 OZ', 'Dec 16, 2014', 'Appeal Received']]","['Architectural Control Guidelines: May 31, 2017: Download : : Toronto Green Standards Checklist: May 31, 2017: Download : : Stormwater Management Report: May 31, 2017: Download : : Transportation Impact Study: May 31, 2017: Download : : Geotechnical Study: May 31, 2017: Download : : Arborist/Tree Preservation Report and/or Declaration: May 31, 2017: Download : : Arborist/Tree Preservation Report and/or Declaration: May 31, 2017: Download : : Application Form: May 31, 2017: Download : : Hydrogeological Report: May 31, 2017: Download : : Public Consultation Plan: May 31, 2017: Download : : Site Assessment: May 31, 2017: Download : : Survey and Topo Plans: May 31, 2017: Download : : Survey Plans: May 31, 2017: Download : : Architectural Plans Concept Plan: May 31, 2017: Download : : Civil and Utilities Plans: May 31, 2017: Download : : Project Data Sheet: May 31, 2017: Download : : Cover Letter: May 31, 2017: Download : : Fee Schedules: May 31, 2017: Download : : Application Checklist: May 31, 2017: Download : : Disclaimer', 'Planning Rationale: Dec 17, 2014: Download : : Architectural Control Guidelines: Jun 9, 2017: Download : : Toronto Green Standards Checklist: Dec 22, 2017: Download : : Stormwater Management Report: Dec 17, 2014: Download : : Transportation Impact Study: Dec 22, 2017: Download : : Servicing Report: Dec 22, 2017: Download : : Tree Preservation Plan: Dec 22, 2017: Download : : Application Form: Dec 17, 2014: Download : : Resubmission Form: Dec 22, 2017: Download : : Architectural Design Guidelines: Dec 22, 2017: Download : : Grading Plan: Dec 22, 2017: Download : : Zoning Concept Plan: Dec 22, 2017: Download : : Detailed Revision List: Dec 22, 2017: Download : : Survey Plans: Dec 22, 2017: Download : : Architectural Plans: Dec 22, 2017: Download : : Landscape and Lighting Plans: Dec 22, 2017: Download : : Engineering Response Letter: Dec 22, 2017: Download : : Project Data Sheet: Dec 22, 2017: Download : : Cover Letter: Dec 22, 2017: Download : : Draft Zoning Bylaw Amendment 569-2013: Dec 22, 2017: Download : : Draft Zoning Bylaw Amendment FGZBL: Jun 9, 2017: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3674262&isCofASearch=false&isTlabSearch=false
40 MOCCASIN TRL,"May 23, 2013","Aug 17, 2017","['50 GREEN BELT DR ,40 MOCCASIN TRL']",34,Proposal is for 324 new residential dwelling units with 4 levels of underground parking,---,,,"John Lyon, Senior Planner, (416) 395-7095, John.Lyon@toronto.ca ",2.0,"[['Site Plan Approval', '13 173064 NNY 34 SA', 'May 23, 2013', 'Under Review'], ['OPA & Rezoning', '13 173059 NNY 34 OZ', 'May 23, 2013', 'Under Review']]","['Sun/Shadow Study: Nov 18, 2015: Download : : Natural Heritage Impact Study: Jun 22, 2015: Download : : Toronto Green Standards Checklist: Jun 22, 2015: Download : : Stormwater Management Report: Mar 8, 2017: Download : : Stormwater Management Report: Mar 8, 2017: Download : : Traffic Operations Assessment: Mar 8, 2017: Download : : Arborist/Tree Preservation Report and/or Declaration: Mar 8, 2017: Download : : Arborist/Tree Preservation Report and/or Declaration: Mar 8, 2017: Download : : Resubmission Form: Aug 17, 2017: Download : : Linked Document: Aug 17, 2017: Download : : Linked Document: Aug 17, 2017: Download : : Survey Plans: Jun 22, 2015: Download : : Architectural Plans: Mar 8, 2017: Download : : Architectural Plans: Mar 8, 2017: Download : : Civil and Utilities Plans: Mar 8, 2017: Download : : Civil and Utilities Plans: Mar 8, 2017: Download : : Landscape and Lighting Plans: Jun 22, 2015: Download : : CoverLetter: Nov 18, 2015: Download : : Letter Schaeffers Response to Development Engineering: Nov 18, 2015: Download : : Project Data Sheet: Mar 8, 2017: Download : : Cover Letter: Aug 17, 2017: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3359647&isCofASearch=false&isTlabSearch=false
121 RAILSIDE RD,"Mar 05, 2013","Dec 19, 2014",['121 RAILSIDE RD'],34,191.53 sq.m addition to an existing industrial building.,Non-Residential,1,0,"Michelle Corcoran, Planner, (416) 395-7130, Michelle.Corcoran@toronto.ca ",1.0,"[['Site Plan Approval', '13 128304 NNY 34 SA', 'Mar 5, 2013', 'Final Approval Completed\xa0\xa0 Dec 19, 2014']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3306835&isCofASearch=false&isTlabSearch=false
88 SUNRISE AVE,"Aug 03, 2011","Apr 20, 2017","['22 HOBSON AVE ,88 SUNRISE AVE']",34,One storey Afghan Community Centre expansion,---,1,0,"Valeria Maurizio, Planner, 416-395-7052, Valeria.Maurizio@toronto.ca ",1.0,"[['Site Plan Approval', '11 250127 NNY 34 SA', 'Aug 3, 2011', 'OMB Appeal']]","['Toronto Green Standards Checklist: Apr 20, 2017: Download : : Stormwater Management Report: Apr 20, 2017: Download : : Arborist/Tree Preservation Report and/or Declaration: Apr 20, 2017: Download : : Resubmission Form: Apr 20, 2017: Download : : Detailed Revision List: Apr 20, 2017: Download : : Architectural Plans: Apr 20, 2017: Download : : Civil and Utilities Plans: Apr 20, 2017: Download : : Landscape and Lighting Plans: Apr 20, 2017: Download : : Project Data Sheet: Apr 20, 2017: Download : : Cover Letter: Apr 20, 2017: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=2960627&isCofASearch=false&isTlabSearch=false
78 TISDALE AVE,"Mar 09, 2005","Mar 09, 2005",['78 TISDALE AVE'],34,"To construct 24, 3-storey townhomes with a new public road.",---,3,24,"Michelle Corcoran, Planner, (416) 395-7130, Michelle.Corcoran@toronto.ca ",4.0,"[['Rezoning', '05 114048 NNY 34 OZ', 'Mar 9, 2005', 'City Council'], ['Subdivision Approval', '05 114052 NNY 34 SB', 'Mar 9, 2005', 'Approved with Conditions'], ['Site Plan Approval', '05 114043 NNY 34 SA', 'Mar 9, 2005', 'Closed'], ['Part Lot Control Exemption', '05 114035 NNY 34 PL', 'Mar 9, 2005', 'Under Review']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=1556968&isCofASearch=false&isTlabSearch=false
78 TISDALE AVE,"Mar 09, 2005","Mar 09, 2005",['78 TISDALE AVE'],34,"To construct 24, 3-storey townhomes with a new public road.",---,3,24,"Michelle Corcoran, Planner, (416) 395-7130, Michelle.Corcoran@toronto.ca ",4.0,"[['Rezoning', '05 114048 NNY 34 OZ', 'Mar 9, 2005', 'City Council'], ['Subdivision Approval', '05 114052 NNY 34 SB', 'Mar 9, 2005', 'Approved with Conditions'], ['Site Plan Approval', '05 114043 NNY 34 SA', 'Mar 9, 2005', 'Closed'], ['Part Lot Control Exemption', '05 114035 NNY 34 PL', 'Mar 9, 2005', 'Under Review']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=1556968&isCofASearch=false&isTlabSearch=false
35 VALLEY WOODS RD,"Dec 19, 2007","Mar 29, 2018","['0 VALLEY WOODS RD ,35 VALLEY WOODS RD ,35-53 VALLEY WOODS RD ,1213-1229 YORK MILLS RD']",34,"Two apartment buildings with a height of 12 and 27 storeys comprising of 446 dwelling units, and including 345 underground parking spaces, outdoor amentiy space, These buildings (Buildings D and E) are Phase 2 of the development.",---,24,452,"Kathryn Moore, Planner, 416-395-7176, Kathryn.Moore@toronto.ca ",5.0,"[['Site Plan Approval', '16 227201 NNY 34 SA', 'Sep 22, 2016', 'Under Review'], ['Site Plan Approval', '12 221476 NNY 34 SA', 'Jul 31, 2012', 'Closed'], ['Subdivision Approval', '10 119479 NNY 34 SB', 'Feb 17, 2010', 'Draft Plan Approved\xa0\xa0 Jan 9, 2014'], ['OPA', '09 168523 NNY 34 OZ', 'Sep 14, 2009', 'Closed'], ['Rezoning', '07 288330 NNY 34 OZ', 'Dec 19, 2007', 'Closed']]","['Sun/Shadow Study: Sep 22, 2016: Download : : Toronto Green Standards Checklist - Building D: Dec 20, 2017: Download : : Toronto Green Standards Checklist - Building E: Dec 20, 2017: Download : : Stormwater Management Report: Mar 29, 2018: Download : : Parking Study: Aug 25, 2017: Download : : Traffic Operations Assessment: Aug 25, 2017: Download : : Geotechnical Study: Nov 2, 2017: Download : : Arborist Report: Dec 20, 2017: Download : : Tree Preservation Plan: Dec 20, 2017: Download : : Tree Removal Report: Dec 20, 2017: Download : : Application Form: Sep 22, 2016: Download : : Resubmission Form: Mar 29, 2018: Download : : Linked Document: Aug 25, 2017: Download : : Detailed Revision List: Dec 20, 2017: Download : : Detailed Revision List- Comments Matrix: Dec 20, 2017: Download : : Architectural Plans: Mar 29, 2018: Download : : Architectural Plans: Mar 29, 2018: Download : : Civil and Utilities Plans: Mar 29, 2018: Download : : Civil and Utilities Plans: Mar 29, 2018: Download : : Landscape and Lighting Plans: Mar 29, 2018: Download : : Landscape and Lighting Plans: Mar 29, 2018: Download : : Correspondence: Mar 29, 2018: Download : : Correspondence: Mar 29, 2018: Download : : Project Data Sheet: Mar 29, 2018: Download : : Cover Letter: Mar 29, 2018: Download : : Energy Efficiency Report: Mar 29, 2018: Download : : Energy Efficiency Report: Mar 29, 2018: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=2042874&isCofASearch=false&isTlabSearch=false
